
Pavarde       Vardas         Galutinis (Vid.)    Galutinis (Med.)    
Pavarde1720    Vardas1720     x.xx                3.60                
Pavarde1722    Vardas1722     x.xx                4.20                
Pavarde1725    Vardas1725     x.xx                2.40                
Pavarde1726    Vardas1726     x.xx                3.80                
Pavarde1728    Vardas1728     x.xx                3.00                
Pavarde1731    Vardas1731     x.xx                4.00                
Pavarde1733    Vardas1733     x.xx                4.80                
Pavarde1735    Vardas1735     x.xx                3.00                
Pavarde1737    Vardas1737     x.xx                4.00                
Pavarde1741    Vardas1741     x.xx                3.60                
Pavarde1743    Vardas1743     x.xx                2.60                
Pavarde1747    Vardas1747     x.xx                4.80                
Pavarde1750    Vardas1750     x.xx                3.20                
Pavarde1755    Vardas1755     x.xx                4.80                
Pavarde1756    Vardas1756     x.xx                4.40                
Pavarde1759    Vardas1759     x.xx                1.80                
Pavarde1761    Vardas1761     x.xx                3.00                
Pavarde1762    Vardas1762     x.xx                2.60                
Pavarde1766    Vardas1766     x.xx                4.80                
Pavarde1770    Vardas1770     x.xx                4.20                
Pavarde1772    Vardas1772     x.xx                4.80                
Pavarde1775    Vardas1775     x.xx                3.60                
Pavarde1777    Vardas1777     x.xx                3.80                
Pavarde1778    Vardas1778     x.xx                4.60                
Pavarde1780    Vardas1780     x.xx                4.00                
Pavarde1781    Vardas1781     x.xx                3.80                
Pavarde1782    Vardas1782     x.xx                4.20                
Pavarde1783    Vardas1783     x.xx                4.20                
Pavarde1784    Vardas1784     x.xx                4.20                
Pavarde1786    Vardas1786     x.xx                4.00                
Pavarde1788    Vardas1788     x.xx                4.40                
Pavarde1789    Vardas1789     x.xx                4.80                
Pavarde1792    Vardas1792     x.xx                3.60                
Pavarde1795    Vardas1795     x.xx                4.20                
Pavarde1796    Vardas1796     x.xx                3.60                
Pavarde1802    Vardas1802     x.xx                2.60                
Pavarde1810    Vardas1810     x.xx                3.80                
Pavarde1814    Vardas1814     x.xx                2.60                
Pavarde1818    Vardas1818     x.xx                3.80                
Pavarde1819    Vardas1819     x.xx                3.20                
Pavarde1823    Vardas1823     x.xx                4.60                
Pavarde1824    Vardas1824     x.xx                4.60                
Pavarde1829    Vardas1829     x.xx                3.80                
Pavarde1830    Vardas1830     x.xx                4.60                
Pavarde1831    Vardas1831     x.xx                3.40                
Pavarde1833    Vardas1833     x.xx                3.20                
Pavarde1836    Vardas1836     x.xx                4.60                
Pavarde1837    Vardas1837     x.xx                4.00                
Pavarde1838    Vardas1838     x.xx                4.80                
Pavarde1839    Vardas1839     x.xx                3.00                
Pavarde1842    Vardas1842     x.xx                3.20                
Pavarde1843    Vardas1843     x.xx                2.60                
Pavarde1844    Vardas1844     x.xx                3.00                
Pavarde1849    Vardas1849     x.xx                4.20                
Pavarde1850    Vardas1850     x.xx                2.80                
Pavarde1853    Vardas1853     x.xx                3.40                
Pavarde1857    Vardas1857     x.xx                2.20                
Pavarde1859    Vardas1859     x.xx                3.00                
Pavarde1861    Vardas1861     x.xx                4.40                
Pavarde1862    Vardas1862     x.xx                2.80                
Pavarde1863    Vardas1863     x.xx                3.60                
Pavarde1864    Vardas1864     x.xx                2.20                
Pavarde1865    Vardas1865     x.xx                3.80                
Pavarde1867    Vardas1867     x.xx                2.20                
Pavarde1870    Vardas1870     x.xx                4.60                
Pavarde1875    Vardas1875     x.xx                4.60                
Pavarde1879    Vardas1879     x.xx                3.00                
Pavarde1884    Vardas1884     x.xx                3.40                
Pavarde1885    Vardas1885     x.xx                4.80                
Pavarde1886    Vardas1886     x.xx                4.40                
Pavarde1890    Vardas1890     x.xx                3.00                
Pavarde1892    Vardas1892     x.xx                2.60                
Pavarde1896    Vardas1896     x.xx                2.20                
Pavarde1900    Vardas1900     x.xx                3.20                
Pavarde1907    Vardas1907     x.xx                4.60                
Pavarde1908    Vardas1908     x.xx                4.60                
Pavarde1913    Vardas1913     x.xx                3.40                
Pavarde1915    Vardas1915     x.xx                4.60                
Pavarde1916    Vardas1916     x.xx                4.40                
Pavarde1920    Vardas1920     x.xx                4.20                
Pavarde1921    Vardas1921     x.xx                4.20                
Pavarde1924    Vardas1924     x.xx                4.40                
Pavarde1925    Vardas1925     x.xx                1.80                
Pavarde1926    Vardas1926     x.xx                4.20                
Pavarde1927    Vardas1927     x.xx                4.00                
Pavarde1931    Vardas1931     x.xx                3.20                
Pavarde1932    Vardas1932     x.xx                4.40                
Pavarde1934    Vardas1934     x.xx                4.00                
Pavarde1938    Vardas1938     x.xx                4.80                
Pavarde1943    Vardas1943     x.xx                3.00                
Pavarde1944    Vardas1944     x.xx                4.20                
Pavarde1947    Vardas1947     x.xx                4.60                
Pavarde1950    Vardas1950     x.xx                3.60                
Pavarde1953    Vardas1953     x.xx                3.80                
Pavarde1954    Vardas1954     x.xx                4.00                
Pavarde1956    Vardas1956     x.xx                2.20                
Pavarde1959    Vardas1959     x.xx                4.20                
Pavarde1962    Vardas1962     x.xx                4.80                
Pavarde1963    Vardas1963     x.xx                4.00                
Pavarde1965    Vardas1965     x.xx                2.80                
Pavarde1967    Vardas1967     x.xx                2.20                
Pavarde1968    Vardas1968     x.xx                2.20                
Pavarde1970    Vardas1970     x.xx                4.40                
Pavarde1971    Vardas1971     x.xx                4.40                
Pavarde1981    Vardas1981     x.xx                2.60                
Pavarde1982    Vardas1982     x.xx                3.80                
Pavarde1983    Vardas1983     x.xx                3.40                
Pavarde1984    Vardas1984     x.xx                3.60                
Pavarde1985    Vardas1985     x.xx                3.80                
Pavarde1988    Vardas1988     x.xx                2.60                
Pavarde1990    Vardas1990     x.xx                2.60                
Pavarde1991    Vardas1991     x.xx                4.40                
Pavarde1992    Vardas1992     x.xx                3.40                
Pavarde1993    Vardas1993     x.xx                3.40                
Pavarde1994    Vardas1994     x.xx                4.40                
Pavarde1999    Vardas1999     x.xx                3.60                
Pavarde2006    Vardas2006     x.xx                3.20                
Pavarde2007    Vardas2007     x.xx                2.20                
Pavarde2010    Vardas2010     x.xx                3.20                
Pavarde2011    Vardas2011     x.xx                4.20                
Pavarde2012    Vardas2012     x.xx                4.20                
Pavarde2014    Vardas2014     x.xx                4.80                
Pavarde2017    Vardas2017     x.xx                3.00                
Pavarde2019    Vardas2019     x.xx                3.80                
Pavarde2020    Vardas2020     x.xx                2.60                
Pavarde2023    Vardas2023     x.xx                3.80                
Pavarde2024    Vardas2024     x.xx                4.60                
Pavarde2026    Vardas2026     x.xx                4.40                
Pavarde2030    Vardas2030     x.xx                3.80                
Pavarde2032    Vardas2032     x.xx                3.60                
Pavarde2034    Vardas2034     x.xx                3.60                
Pavarde2035    Vardas2035     x.xx                3.20                
Pavarde2036    Vardas2036     x.xx                4.80                
Pavarde2037    Vardas2037     x.xx                4.40                
Pavarde2038    Vardas2038     x.xx                3.20                
Pavarde2040    Vardas2040     x.xx                3.80                
Pavarde2041    Vardas2041     x.xx                3.00                
Pavarde2043    Vardas2043     x.xx                4.40                
Pavarde2051    Vardas2051     x.xx                3.60                
Pavarde2052    Vardas2052     x.xx                3.60                
Pavarde2053    Vardas2053     x.xx                3.20                
Pavarde2054    Vardas2054     x.xx                4.40                
Pavarde2055    Vardas2055     x.xx                2.60                
Pavarde2058    Vardas2058     x.xx                4.60                
Pavarde2059    Vardas2059     x.xx                4.00                
Pavarde2060    Vardas2060     x.xx                3.80                
Pavarde2061    Vardas2061     x.xx                2.60                
Pavarde2065    Vardas2065     x.xx                3.80                
Pavarde2066    Vardas2066     x.xx                3.00                
Pavarde2070    Vardas2070     x.xx                4.60                
Pavarde2075    Vardas2075     x.xx                3.00                
Pavarde2080    Vardas2080     x.xx                4.20                
Pavarde2082    Vardas2082     x.xx                2.60                
Pavarde2084    Vardas2084     x.xx                1.80                
Pavarde2086    Vardas2086     x.xx                4.80                
Pavarde2087    Vardas2087     x.xx                4.60                
Pavarde2092    Vardas2092     x.xx                4.80                
Pavarde2093    Vardas2093     x.xx                4.80                
Pavarde2096    Vardas2096     x.xx                3.40                
Pavarde2097    Vardas2097     x.xx                4.20                
Pavarde2098    Vardas2098     x.xx                4.00                
Pavarde2099    Vardas2099     x.xx                4.40                
Pavarde2100    Vardas2100     x.xx                4.60                
Pavarde2106    Vardas2106     x.xx                3.60                
Pavarde2107    Vardas2107     x.xx                3.60                
Pavarde2114    Vardas2114     x.xx                4.20                
Pavarde2115    Vardas2115     x.xx                4.00                
Pavarde2116    Vardas2116     x.xx                3.60                
Pavarde2122    Vardas2122     x.xx                3.40                
Pavarde2126    Vardas2126     x.xx                4.40                
Pavarde2130    Vardas2130     x.xx                3.00                
Pavarde2132    Vardas2132     x.xx                2.60                
Pavarde2136    Vardas2136     x.xx                3.00                
Pavarde2139    Vardas2139     x.xx                3.40                
Pavarde2145    Vardas2145     x.xx                4.20                
Pavarde2146    Vardas2146     x.xx                2.60                
Pavarde2147    Vardas2147     x.xx                4.60                
Pavarde2149    Vardas2149     x.xx                4.80                
Pavarde2151    Vardas2151     x.xx                4.60                
Pavarde2152    Vardas2152     x.xx                2.60                
Pavarde2154    Vardas2154     x.xx                3.80                
Pavarde2155    Vardas2155     x.xx                4.80                
Pavarde2157    Vardas2157     x.xx                2.80                
Pavarde2160    Vardas2160     x.xx                3.80                
Pavarde2164    Vardas2164     x.xx                3.80                
Pavarde2172    Vardas2172     x.xx                4.20                
Pavarde2178    Vardas2178     x.xx                3.80                
Pavarde2185    Vardas2185     x.xx                4.40                
Pavarde2186    Vardas2186     x.xx                4.40                
Pavarde2190    Vardas2190     x.xx                3.20                
Pavarde2193    Vardas2193     x.xx                4.20                
Pavarde2194    Vardas2194     x.xx                4.40                
Pavarde2197    Vardas2197     x.xx                2.60                
Pavarde2203    Vardas2203     x.xx                4.00                
Pavarde2208    Vardas2208     x.xx                4.40                
Pavarde2209    Vardas2209     x.xx                4.20                
Pavarde2210    Vardas2210     x.xx                2.60                
Pavarde2214    Vardas2214     x.xx                3.00                
Pavarde2216    Vardas2216     x.xx                3.40                
Pavarde2217    Vardas2217     x.xx                2.40                
Pavarde2218    Vardas2218     x.xx                2.80                
Pavarde2223    Vardas2223     x.xx                2.80                
Pavarde2225    Vardas2225     x.xx                3.00                
Pavarde2226    Vardas2226     x.xx                3.60                
Pavarde2227    Vardas2227     x.xx                3.40                
Pavarde2233    Vardas2233     x.xx                4.20                
Pavarde2238    Vardas2238     x.xx                4.40                
Pavarde2239    Vardas2239     x.xx                3.60                
Pavarde2241    Vardas2241     x.xx                3.20                
Pavarde2245    Vardas2245     x.xx                4.20                
Pavarde2246    Vardas2246     x.xx                4.20                
Pavarde2253    Vardas2253     x.xx                4.60                
Pavarde2255    Vardas2255     x.xx                4.60                
Pavarde2257    Vardas2257     x.xx                4.80                
Pavarde2258    Vardas2258     x.xx                3.20                
Pavarde2260    Vardas2260     x.xx                3.00                
Pavarde2261    Vardas2261     x.xx                4.80                
Pavarde2274    Vardas2274     x.xx                4.20                
Pavarde2275    Vardas2275     x.xx                3.60                
Pavarde2277    Vardas2277     x.xx                3.80                
Pavarde2285    Vardas2285     x.xx                3.60                
Pavarde2286    Vardas2286     x.xx                4.40                
Pavarde2290    Vardas2290     x.xx                3.60                
Pavarde2291    Vardas2291     x.xx                2.40                
Pavarde2294    Vardas2294     x.xx                2.60                
Pavarde2295    Vardas2295     x.xx                3.80                
Pavarde2299    Vardas2299     x.xx                3.00                
Pavarde2301    Vardas2301     x.xx                4.80                
Pavarde2302    Vardas2302     x.xx                3.40                
Pavarde2304    Vardas2304     x.xx                3.80                
Pavarde2307    Vardas2307     x.xx                3.20                
Pavarde2310    Vardas2310     x.xx                3.80                
Pavarde2318    Vardas2318     x.xx                3.20                
Pavarde2319    Vardas2319     x.xx                2.80                
Pavarde2320    Vardas2320     x.xx                4.00                
Pavarde2323    Vardas2323     x.xx                4.20                
Pavarde2324    Vardas2324     x.xx                2.20                
Pavarde2325    Vardas2325     x.xx                2.80                
Pavarde2329    Vardas2329     x.xx                4.00                
Pavarde2330    Vardas2330     x.xx                2.60                
Pavarde2331    Vardas2331     x.xx                2.20                
Pavarde2332    Vardas2332     x.xx                3.40                
Pavarde2333    Vardas2333     x.xx                4.60                
Pavarde2336    Vardas2336     x.xx                3.20                
Pavarde2337    Vardas2337     x.xx                4.80                
Pavarde2339    Vardas2339     x.xx                3.80                
Pavarde2342    Vardas2342     x.xx                3.40                
Pavarde2345    Vardas2345     x.xx                2.60                
Pavarde2348    Vardas2348     x.xx                2.60                
Pavarde2352    Vardas2352     x.xx                4.40                
Pavarde2357    Vardas2357     x.xx                4.20                
Pavarde2362    Vardas2362     x.xx                4.20                
Pavarde2364    Vardas2364     x.xx                4.00                
Pavarde2365    Vardas2365     x.xx                4.80                
Pavarde2367    Vardas2367     x.xx                4.20                
Pavarde2368    Vardas2368     x.xx                4.60                
Pavarde2370    Vardas2370     x.xx                3.20                
Pavarde2371    Vardas2371     x.xx                4.40                
Pavarde2378    Vardas2378     x.xx                4.20                
Pavarde2379    Vardas2379     x.xx                2.20                
Pavarde2383    Vardas2383     x.xx                3.60                
Pavarde2385    Vardas2385     x.xx                4.40                
Pavarde2386    Vardas2386     x.xx                4.00                
Pavarde2388    Vardas2388     x.xx                3.00                
Pavarde2392    Vardas2392     x.xx                3.20                
Pavarde2393    Vardas2393     x.xx                4.00                
Pavarde2395    Vardas2395     x.xx                3.00                
Pavarde2396    Vardas2396     x.xx                4.80                
Pavarde2400    Vardas2400     x.xx                2.20                
Pavarde2402    Vardas2402     x.xx                3.20                
Pavarde2403    Vardas2403     x.xx                4.80                
Pavarde2410    Vardas2410     x.xx                3.60                
Pavarde2414    Vardas2414     x.xx                4.40                
Pavarde2415    Vardas2415     x.xx                4.20                
Pavarde2418    Vardas2418     x.xx                4.80                
Pavarde2420    Vardas2420     x.xx                3.40                
Pavarde2423    Vardas2423     x.xx                3.40                
Pavarde2425    Vardas2425     x.xx                3.60                
Pavarde2433    Vardas2433     x.xx                3.60                
Pavarde2435    Vardas2435     x.xx                2.80                
Pavarde2437    Vardas2437     x.xx                4.20                
Pavarde2439    Vardas2439     x.xx                4.80                
Pavarde2440    Vardas2440     x.xx                3.60                
Pavarde2443    Vardas2443     x.xx                3.60                
Pavarde2445    Vardas2445     x.xx                4.40                
Pavarde2446    Vardas2446     x.xx                4.80                
Pavarde2447    Vardas2447     x.xx                3.80                
Pavarde2448    Vardas2448     x.xx                4.40                
Pavarde2450    Vardas2450     x.xx                3.20                
Pavarde2454    Vardas2454     x.xx                3.00                
Pavarde2458    Vardas2458     x.xx                2.60                
Pavarde2459    Vardas2459     x.xx                3.00                
Pavarde2461    Vardas2461     x.xx                3.20                
Pavarde2462    Vardas2462     x.xx                4.60                
Pavarde2464    Vardas2464     x.xx                2.40                
Pavarde2465    Vardas2465     x.xx                4.80                
Pavarde2471    Vardas2471     x.xx                3.80                
Pavarde2472    Vardas2472     x.xx                4.40                
Pavarde2475    Vardas2475     x.xx                4.80                
Pavarde2476    Vardas2476     x.xx                4.80                
Pavarde2479    Vardas2479     x.xx                2.80                
Pavarde2482    Vardas2482     x.xx                2.40                
Pavarde2483    Vardas2483     x.xx                4.20                
Pavarde2484    Vardas2484     x.xx                4.80                
Pavarde2485    Vardas2485     x.xx                3.60                
Pavarde2488    Vardas2488     x.xx                3.20                
Pavarde2489    Vardas2489     x.xx                4.00                
Pavarde2493    Vardas2493     x.xx                4.00                
Pavarde2494    Vardas2494     x.xx                3.20                
Pavarde2496    Vardas2496     x.xx                4.00                
Pavarde2499    Vardas2499     x.xx                4.00                
Pavarde2500    Vardas2500     x.xx                4.20                
Pavarde2508    Vardas2508     x.xx                3.60                
Pavarde2509    Vardas2509     x.xx                3.00                
Pavarde2512    Vardas2512     x.xx                4.60                
Pavarde2513    Vardas2513     x.xx                4.60                
Pavarde2515    Vardas2515     x.xx                2.40                
Pavarde2517    Vardas2517     x.xx                4.00                
Pavarde2518    Vardas2518     x.xx                4.80                
Pavarde2522    Vardas2522     x.xx                4.20                
Pavarde2523    Vardas2523     x.xx                3.80                
Pavarde2524    Vardas2524     x.xx                4.80                
Pavarde2528    Vardas2528     x.xx                4.20                
Pavarde2529    Vardas2529     x.xx                4.80                
Pavarde2530    Vardas2530     x.xx                4.40                
Pavarde2534    Vardas2534     x.xx                4.40                
Pavarde2536    Vardas2536     x.xx                3.40                
Pavarde2543    Vardas2543     x.xx                3.40                
Pavarde2544    Vardas2544     x.xx                2.80                
Pavarde2546    Vardas2546     x.xx                4.40                
Pavarde2548    Vardas2548     x.xx                4.20                
Pavarde2550    Vardas2550     x.xx                4.40                
Pavarde2552    Vardas2552     x.xx                3.80                
Pavarde2553    Vardas2553     x.xx                3.00                
Pavarde2556    Vardas2556     x.xx                2.60                
Pavarde2558    Vardas2558     x.xx                4.00                
Pavarde2559    Vardas2559     x.xx                3.80                
Pavarde2560    Vardas2560     x.xx                4.60                
Pavarde2564    Vardas2564     x.xx                4.00                
Pavarde2570    Vardas2570     x.xx                2.20                
Pavarde2574    Vardas2574     x.xx                3.00                
Pavarde2577    Vardas2577     x.xx                3.00                
Pavarde2578    Vardas2578     x.xx                3.40                
Pavarde2580    Vardas2580     x.xx                4.00                
Pavarde2583    Vardas2583     x.xx                2.60                
Pavarde2584    Vardas2584     x.xx                4.80                
Pavarde2585    Vardas2585     x.xx                2.60                
Pavarde2588    Vardas2588     x.xx                4.00                
Pavarde2591    Vardas2591     x.xx                3.00                
Pavarde2593    Vardas2593     x.xx                4.20                
Pavarde2596    Vardas2596     x.xx                4.20                
Pavarde2599    Vardas2599     x.xx                2.60                
Pavarde2601    Vardas2601     x.xx                3.00                
Pavarde2603    Vardas2603     x.xx                4.40                
Pavarde2606    Vardas2606     x.xx                4.60                
Pavarde2609    Vardas2609     x.xx                4.00                
Pavarde2621    Vardas2621     x.xx                2.20                
Pavarde2622    Vardas2622     x.xx                3.60                
Pavarde2626    Vardas2626     x.xx                3.00                
Pavarde2627    Vardas2627     x.xx                4.80                
Pavarde2628    Vardas2628     x.xx                4.60                
Pavarde2630    Vardas2630     x.xx                3.80                
Pavarde2633    Vardas2633     x.xx                4.80                
Pavarde2634    Vardas2634     x.xx                4.00                
Pavarde2638    Vardas2638     x.xx                2.40                
Pavarde2640    Vardas2640     x.xx                3.20                
Pavarde2643    Vardas2643     x.xx                3.60                
Pavarde2646    Vardas2646     x.xx                3.60                
Pavarde2647    Vardas2647     x.xx                3.20                
Pavarde2650    Vardas2650     x.xx                2.60                
Pavarde2651    Vardas2651     x.xx                3.40                
Pavarde2652    Vardas2652     x.xx                3.80                
Pavarde2656    Vardas2656     x.xx                3.00                
Pavarde2659    Vardas2659     x.xx                3.40                
Pavarde2666    Vardas2666     x.xx                3.80                
Pavarde2668    Vardas2668     x.xx                2.60                
Pavarde2672    Vardas2672     x.xx                4.20                
Pavarde2673    Vardas2673     x.xx                4.80                
Pavarde2675    Vardas2675     x.xx                4.60                
Pavarde2680    Vardas2680     x.xx                4.20                
Pavarde2681    Vardas2681     x.xx                3.00                
Pavarde2683    Vardas2683     x.xx                3.80                
Pavarde2688    Vardas2688     x.xx                3.60                
Pavarde2690    Vardas2690     x.xx                3.00                
Pavarde2694    Vardas2694     x.xx                3.60                
Pavarde2696    Vardas2696     x.xx                3.00                
Pavarde2700    Vardas2700     x.xx                3.80                
Pavarde2703    Vardas2703     x.xx                3.60                
Pavarde2705    Vardas2705     x.xx                4.00                
Pavarde2713    Vardas2713     x.xx                2.60                
Pavarde2715    Vardas2715     x.xx                3.80                
Pavarde2716    Vardas2716     x.xx                2.60                
Pavarde2720    Vardas2720     x.xx                2.60                
Pavarde2722    Vardas2722     x.xx                4.60                
Pavarde2723    Vardas2723     x.xx                4.80                
Pavarde2725    Vardas2725     x.xx                4.00                
Pavarde2727    Vardas2727     x.xx                4.40                
Pavarde2730    Vardas2730     x.xx                4.00                
Pavarde2734    Vardas2734     x.xx                4.20                
Pavarde2736    Vardas2736     x.xx                3.00                
Pavarde2737    Vardas2737     x.xx                4.20                
Pavarde2741    Vardas2741     x.xx                3.00                
Pavarde2742    Vardas2742     x.xx                3.60                
Pavarde2743    Vardas2743     x.xx                4.00                
Pavarde2744    Vardas2744     x.xx                3.20                
Pavarde2747    Vardas2747     x.xx                2.60                
Pavarde2749    Vardas2749     x.xx                4.60                
Pavarde2754    Vardas2754     x.xx                3.40                
Pavarde2755    Vardas2755     x.xx                3.60                
Pavarde2756    Vardas2756     x.xx                3.00                
Pavarde2758    Vardas2758     x.xx                3.80                
Pavarde2760    Vardas2760     x.xx                4.60                
Pavarde2762    Vardas2762     x.xx                3.60                
Pavarde2769    Vardas2769     x.xx                3.20                
Pavarde2770    Vardas2770     x.xx                2.80                
Pavarde2771    Vardas2771     x.xx                4.40                
Pavarde2772    Vardas2772     x.xx                4.40                
Pavarde2777    Vardas2777     x.xx                3.60                
Pavarde2782    Vardas2782     x.xx                4.60                
Pavarde2783    Vardas2783     x.xx                3.80                
Pavarde2788    Vardas2788     x.xx                3.80                
Pavarde2790    Vardas2790     x.xx                4.80                
Pavarde2794    Vardas2794     x.xx                3.00                
Pavarde2801    Vardas2801     x.xx                4.80                
Pavarde2810    Vardas2810     x.xx                3.20                
Pavarde2813    Vardas2813     x.xx                3.00                
Pavarde2815    Vardas2815     x.xx                2.60                
Pavarde2817    Vardas2817     x.xx                2.20                
Pavarde2819    Vardas2819     x.xx                4.40                
Pavarde2820    Vardas2820     x.xx                4.00                
Pavarde2822    Vardas2822     x.xx                3.60                
Pavarde2826    Vardas2826     x.xx                4.40                
Pavarde2827    Vardas2827     x.xx                4.80                
Pavarde2842    Vardas2842     x.xx                2.80                
Pavarde2844    Vardas2844     x.xx                4.20                
Pavarde2849    Vardas2849     x.xx                2.60                
Pavarde2852    Vardas2852     x.xx                3.20                
Pavarde2854    Vardas2854     x.xx                4.20                
Pavarde2857    Vardas2857     x.xx                3.00                
Pavarde2860    Vardas2860     x.xx                4.40                
Pavarde2861    Vardas2861     x.xx                3.20                
Pavarde2862    Vardas2862     x.xx                4.60                
Pavarde2866    Vardas2866     x.xx                3.00                
Pavarde2869    Vardas2869     x.xx                4.80                
Pavarde2871    Vardas2871     x.xx                4.80                
Pavarde2875    Vardas2875     x.xx                2.20                
Pavarde2877    Vardas2877     x.xx                3.60                
Pavarde2879    Vardas2879     x.xx                4.00                
Pavarde2880    Vardas2880     x.xx                2.60                
Pavarde2881    Vardas2881     x.xx                4.80                
Pavarde2885    Vardas2885     x.xx                3.00                
Pavarde2891    Vardas2891     x.xx                4.20                
Pavarde2892    Vardas2892     x.xx                3.20                
Pavarde2893    Vardas2893     x.xx                2.20                
Pavarde2894    Vardas2894     x.xx                4.60                
Pavarde2898    Vardas2898     x.xx                4.60                
Pavarde2901    Vardas2901     x.xx                3.40                
Pavarde2903    Vardas2903     x.xx                4.80                
Pavarde2905    Vardas2905     x.xx                4.80                
Pavarde2906    Vardas2906     x.xx                3.60                
Pavarde2907    Vardas2907     x.xx                4.40                
Pavarde2909    Vardas2909     x.xx                4.00                
Pavarde2911    Vardas2911     x.xx                3.20                
Pavarde2914    Vardas2914     x.xx                3.60                
Pavarde2916    Vardas2916     x.xx                4.20                
Pavarde2917    Vardas2917     x.xx                4.00                
Pavarde2918    Vardas2918     x.xx                3.00                
Pavarde2919    Vardas2919     x.xx                1.80                
Pavarde2921    Vardas2921     x.xx                2.60                
Pavarde2925    Vardas2925     x.xx                4.80                
Pavarde2927    Vardas2927     x.xx                4.60                
Pavarde2931    Vardas2931     x.xx                3.60                
Pavarde2932    Vardas2932     x.xx                3.80                
Pavarde2934    Vardas2934     x.xx                3.20                
Pavarde2938    Vardas2938     x.xx                3.20                
Pavarde2940    Vardas2940     x.xx                3.60                
Pavarde2945    Vardas2945     x.xx                4.00                
Pavarde2948    Vardas2948     x.xx                4.00                
Pavarde2954    Vardas2954     x.xx                3.00                
Pavarde2955    Vardas2955     x.xx                3.20                
Pavarde2958    Vardas2958     x.xx                4.20                
Pavarde2961    Vardas2961     x.xx                3.80                
Pavarde2962    Vardas2962     x.xx                4.00                
Pavarde2964    Vardas2964     x.xx                2.80                
Pavarde2967    Vardas2967     x.xx                4.40                
Pavarde2970    Vardas2970     x.xx                4.00                
Pavarde2972    Vardas2972     x.xx                4.20                
Pavarde2973    Vardas2973     x.xx                3.00                
Pavarde2974    Vardas2974     x.xx                4.20                
Pavarde2975    Vardas2975     x.xx                3.60                
Pavarde2976    Vardas2976     x.xx                2.40                
Pavarde2978    Vardas2978     x.xx                3.80                
Pavarde2982    Vardas2982     x.xx                2.60                
Pavarde2983    Vardas2983     x.xx                4.40                
Pavarde2993    Vardas2993     x.xx                4.00                
Pavarde2994    Vardas2994     x.xx                2.60                
Pavarde2997    Vardas2997     x.xx                3.60                
Pavarde2999    Vardas2999     x.xx                2.60                
Pavarde3000    Vardas3000     x.xx                3.20                
Pavarde3002    Vardas3002     x.xx                3.60                
Pavarde3004    Vardas3004     x.xx                2.60                
Pavarde3008    Vardas3008     x.xx                3.40                
Pavarde3010    Vardas3010     x.xx                4.40                
Pavarde3011    Vardas3011     x.xx                3.00                
Pavarde3017    Vardas3017     x.xx                2.60                
Pavarde3020    Vardas3020     x.xx                3.20                
Pavarde3022    Vardas3022     x.xx                3.00                
Pavarde3024    Vardas3024     x.xx                2.80                
Pavarde3027    Vardas3027     x.xx                4.60                
Pavarde3033    Vardas3033     x.xx                2.80                
Pavarde3034    Vardas3034     x.xx                3.40                
Pavarde3037    Vardas3037     x.xx                1.40                
Pavarde3042    Vardas3042     x.xx                3.20                
Pavarde3056    Vardas3056     x.xx                3.00                
Pavarde3057    Vardas3057     x.xx                4.00                
Pavarde3063    Vardas3063     x.xx                3.00                
Pavarde3064    Vardas3064     x.xx                3.20                
Pavarde3066    Vardas3066     x.xx                4.60                
Pavarde3068    Vardas3068     x.xx                3.60                
Pavarde3070    Vardas3070     x.xx                3.40                
Pavarde3074    Vardas3074     x.xx                2.80                
Pavarde3075    Vardas3075     x.xx                4.80                
Pavarde3084    Vardas3084     x.xx                3.60                
Pavarde3086    Vardas3086     x.xx                3.00                
Pavarde3090    Vardas3090     x.xx                2.20                
Pavarde3091    Vardas3091     x.xx                2.20                
Pavarde3093    Vardas3093     x.xx                4.00                
Pavarde3098    Vardas3098     x.xx                2.80                
Pavarde3099    Vardas3099     x.xx                4.60                
Pavarde3100    Vardas3100     x.xx                4.20                
Pavarde3102    Vardas3102     x.xx                2.60                
Pavarde3104    Vardas3104     x.xx                3.60                
Pavarde3105    Vardas3105     x.xx                4.20                
Pavarde3108    Vardas3108     x.xx                4.40                
Pavarde3109    Vardas3109     x.xx                4.20                
Pavarde3115    Vardas3115     x.xx                3.80                
Pavarde3116    Vardas3116     x.xx                4.60                
Pavarde3117    Vardas3117     x.xx                3.20                
Pavarde3118    Vardas3118     x.xx                2.60                
Pavarde3119    Vardas3119     x.xx                2.40                
Pavarde3120    Vardas3120     x.xx                3.20                
Pavarde3122    Vardas3122     x.xx                3.80                
Pavarde3129    Vardas3129     x.xx                3.20                
Pavarde3130    Vardas3130     x.xx                3.80                
Pavarde3131    Vardas3131     x.xx                3.40                
Pavarde3132    Vardas3132     x.xx                4.00                
Pavarde3135    Vardas3135     x.xx                3.00                
Pavarde3139    Vardas3139     x.xx                4.00                
Pavarde3141    Vardas3141     x.xx                2.60                
Pavarde3144    Vardas3144     x.xx                3.40                
Pavarde3146    Vardas3146     x.xx                4.40                
Pavarde3148    Vardas3148     x.xx                3.80                
Pavarde3152    Vardas3152     x.xx                3.80                
Pavarde3154    Vardas3154     x.xx                4.80                
Pavarde3156    Vardas3156     x.xx                3.00                
Pavarde3157    Vardas3157     x.xx                3.40                
Pavarde3165    Vardas3165     x.xx                3.20                
Pavarde3167    Vardas3167     x.xx                2.80                
