
Pavarde       Vardas         Galutinis (Vid.)    Galutinis (Med.)    
Pavarde842     Vardas842      x.xx                5.20                
Pavarde843     Vardas843      x.xx                4.60                
Pavarde844     Vardas844      x.xx                8.00                
Pavarde845     Vardas845      x.xx                8.60                
Pavarde846     Vardas846      x.xx                6.20                
Pavarde847     Vardas847      x.xx                7.80                
Pavarde848     Vardas848      x.xx                8.40                
Pavarde849     Vardas849      x.xx                7.60                
Pavarde850     Vardas850      x.xx                8.60                
Pavarde851     Vardas851      x.xx                7.20                
Pavarde852     Vardas852      x.xx                5.20                
Pavarde853     Vardas853      x.xx                7.40                
Pavarde854     Vardas854      x.xx                4.80                
Pavarde855     Vardas855      x.xx                3.20                
Pavarde856     Vardas856      x.xx                5.20                
Pavarde857     Vardas857      x.xx                8.20                
Pavarde858     Vardas858      x.xx                6.40                
Pavarde859     Vardas859      x.xx                3.60                
Pavarde860     Vardas860      x.xx                6.00                
Pavarde861     Vardas861      x.xx                4.20                
Pavarde862     Vardas862      x.xx                5.80                
Pavarde863     Vardas863      x.xx                7.00                
Pavarde864     Vardas864      x.xx                4.60                
Pavarde865     Vardas865      x.xx                7.80                
Pavarde866     Vardas866      x.xx                6.00                
Pavarde867     Vardas867      x.xx                7.20                
Pavarde868     Vardas868      x.xx                3.00                
Pavarde869     Vardas869      x.xx                4.00                
Pavarde870     Vardas870      x.xx                8.40                
Pavarde871     Vardas871      x.xx                4.20                
Pavarde872     Vardas872      x.xx                7.80                
Pavarde873     Vardas873      x.xx                7.80                
Pavarde874     Vardas874      x.xx                4.20                
Pavarde875     Vardas875      x.xx                2.40                
Pavarde876     Vardas876      x.xx                3.40                
Pavarde877     Vardas877      x.xx                3.40                
Pavarde878     Vardas878      x.xx                4.60                
Pavarde879     Vardas879      x.xx                5.40                
Pavarde880     Vardas880      x.xx                5.80                
Pavarde881     Vardas881      x.xx                8.00                
Pavarde882     Vardas882      x.xx                4.60                
Pavarde883     Vardas883      x.xx                9.00                
Pavarde884     Vardas884      x.xx                5.20                
Pavarde885     Vardas885      x.xx                5.40                
Pavarde886     Vardas886      x.xx                3.60                
Pavarde887     Vardas887      x.xx                5.60                
Pavarde888     Vardas888      x.xx                7.80                
Pavarde889     Vardas889      x.xx                5.40                
Pavarde890     Vardas890      x.xx                8.00                
Pavarde891     Vardas891      x.xx                4.40                
Pavarde892     Vardas892      x.xx                4.00                
Pavarde893     Vardas893      x.xx                2.20                
Pavarde894     Vardas894      x.xx                6.40                
Pavarde895     Vardas895      x.xx                4.40                
Pavarde896     Vardas896      x.xx                4.60                
Pavarde897     Vardas897      x.xx                4.40                
Pavarde898     Vardas898      x.xx                5.40                
Pavarde899     Vardas899      x.xx                7.80                
Pavarde900     Vardas900      x.xx                6.60                
Pavarde901     Vardas901      x.xx                5.60                
Pavarde902     Vardas902      x.xx                6.60                
Pavarde903     Vardas903      x.xx                5.60                
Pavarde904     Vardas904      x.xx                1.80                
Pavarde905     Vardas905      x.xx                5.60                
Pavarde906     Vardas906      x.xx                3.60                
Pavarde907     Vardas907      x.xx                6.40                
Pavarde908     Vardas908      x.xx                6.40                
Pavarde909     Vardas909      x.xx                6.40                
Pavarde910     Vardas910      x.xx                8.40                
Pavarde911     Vardas911      x.xx                5.00                
Pavarde912     Vardas912      x.xx                3.80                
Pavarde913     Vardas913      x.xx                4.80                
Pavarde914     Vardas914      x.xx                1.80                
Pavarde915     Vardas915      x.xx                6.60                
Pavarde916     Vardas916      x.xx                6.20                
Pavarde917     Vardas917      x.xx                8.20                
Pavarde918     Vardas918      x.xx                5.20                
Pavarde919     Vardas919      x.xx                8.00                
Pavarde920     Vardas920      x.xx                3.80                
Pavarde921     Vardas921      x.xx                2.80                
Pavarde922     Vardas922      x.xx                8.20                
Pavarde923     Vardas923      x.xx                4.40                
Pavarde924     Vardas924      x.xx                5.40                
Pavarde925     Vardas925      x.xx                7.40                
Pavarde926     Vardas926      x.xx                3.80                
Pavarde927     Vardas927      x.xx                7.00                
Pavarde928     Vardas928      x.xx                4.40                
Pavarde929     Vardas929      x.xx                4.80                
Pavarde930     Vardas930      x.xx                7.00                
Pavarde931     Vardas931      x.xx                6.00                
Pavarde932     Vardas932      x.xx                5.60                
Pavarde933     Vardas933      x.xx                2.60                
Pavarde934     Vardas934      x.xx                3.00                
Pavarde935     Vardas935      x.xx                5.80                
Pavarde936     Vardas936      x.xx                2.60                
Pavarde937     Vardas937      x.xx                2.40                
Pavarde938     Vardas938      x.xx                8.00                
Pavarde939     Vardas939      x.xx                6.00                
Pavarde940     Vardas940      x.xx                7.60                
Pavarde941     Vardas941      x.xx                4.80                
Pavarde942     Vardas942      x.xx                4.80                
Pavarde943     Vardas943      x.xx                5.00                
Pavarde944     Vardas944      x.xx                5.80                
Pavarde945     Vardas945      x.xx                3.80                
Pavarde946     Vardas946      x.xx                5.60                
Pavarde947     Vardas947      x.xx                6.40                
Pavarde948     Vardas948      x.xx                6.00                
Pavarde949     Vardas949      x.xx                6.60                
Pavarde950     Vardas950      x.xx                4.20                
Pavarde951     Vardas951      x.xx                7.20                
Pavarde952     Vardas952      x.xx                3.00                
Pavarde953     Vardas953      x.xx                4.20                
Pavarde954     Vardas954      x.xx                7.40                
Pavarde955     Vardas955      x.xx                7.00                
Pavarde956     Vardas956      x.xx                3.20                
Pavarde957     Vardas957      x.xx                2.40                
Pavarde958     Vardas958      x.xx                3.80                
Pavarde959     Vardas959      x.xx                3.40                
Pavarde960     Vardas960      x.xx                4.40                
Pavarde961     Vardas961      x.xx                5.00                
Pavarde962     Vardas962      x.xx                6.60                
Pavarde963     Vardas963      x.xx                7.00                
Pavarde964     Vardas964      x.xx                5.40                
Pavarde965     Vardas965      x.xx                6.40                
Pavarde966     Vardas966      x.xx                5.00                
Pavarde967     Vardas967      x.xx                3.20                
Pavarde968     Vardas968      x.xx                6.20                
Pavarde969     Vardas969      x.xx                5.40                
Pavarde970     Vardas970      x.xx                4.00                
Pavarde971     Vardas971      x.xx                3.80                
Pavarde972     Vardas972      x.xx                6.00                
Pavarde973     Vardas973      x.xx                6.40                
Pavarde974     Vardas974      x.xx                4.60                
Pavarde975     Vardas975      x.xx                8.80                
Pavarde976     Vardas976      x.xx                4.00                
Pavarde977     Vardas977      x.xx                6.40                
Pavarde978     Vardas978      x.xx                5.40                
Pavarde979     Vardas979      x.xx                6.20                
Pavarde980     Vardas980      x.xx                7.60                
Pavarde981     Vardas981      x.xx                3.80                
Pavarde982     Vardas982      x.xx                6.00                
Pavarde983     Vardas983      x.xx                4.00                
Pavarde984     Vardas984      x.xx                6.40                
Pavarde985     Vardas985      x.xx                4.80                
Pavarde986     Vardas986      x.xx                4.20                
Pavarde987     Vardas987      x.xx                5.20                
Pavarde988     Vardas988      x.xx                3.80                
Pavarde989     Vardas989      x.xx                8.20                
Pavarde990     Vardas990      x.xx                5.60                
Pavarde991     Vardas991      x.xx                4.80                
Pavarde992     Vardas992      x.xx                6.20                
Pavarde993     Vardas993      x.xx                8.80                
Pavarde994     Vardas994      x.xx                5.80                
Pavarde995     Vardas995      x.xx                2.20                
Pavarde996     Vardas996      x.xx                8.00                
Pavarde997     Vardas997      x.xx                8.80                
Pavarde998     Vardas998      x.xx                4.00                
Pavarde999     Vardas999      x.xx                4.60                
Pavarde1000    Vardas1000     x.xx                3.40                
Pavarde1001    Vardas1001     x.xx                6.40                
Pavarde1002    Vardas1002     x.xx                3.20                
Pavarde1003    Vardas1003     x.xx                7.80                
Pavarde1004    Vardas1004     x.xx                6.60                
Pavarde1005    Vardas1005     x.xx                6.60                
Pavarde1006    Vardas1006     x.xx                4.00                
Pavarde1007    Vardas1007     x.xx                7.00                
Pavarde1008    Vardas1008     x.xx                8.20                
Pavarde1009    Vardas1009     x.xx                4.00                
Pavarde1010    Vardas1010     x.xx                7.20                
Pavarde1011    Vardas1011     x.xx                4.80                
Pavarde1012    Vardas1012     x.xx                7.80                
Pavarde1013    Vardas1013     x.xx                3.40                
Pavarde1014    Vardas1014     x.xx                7.40                
Pavarde1015    Vardas1015     x.xx                2.20                
Pavarde1016    Vardas1016     x.xx                7.20                
Pavarde1017    Vardas1017     x.xx                4.40                
Pavarde1018    Vardas1018     x.xx                7.00                
Pavarde1019    Vardas1019     x.xx                4.60                
Pavarde1020    Vardas1020     x.xx                5.20                
Pavarde1021    Vardas1021     x.xx                7.40                
Pavarde1022    Vardas1022     x.xx                5.60                
Pavarde1023    Vardas1023     x.xx                6.40                
Pavarde1024    Vardas1024     x.xx                6.60                
Pavarde1025    Vardas1025     x.xx                6.40                
Pavarde1026    Vardas1026     x.xx                7.20                
Pavarde1027    Vardas1027     x.xx                4.40                
Pavarde1028    Vardas1028     x.xx                3.20                
Pavarde1029    Vardas1029     x.xx                7.40                
Pavarde1030    Vardas1030     x.xx                3.20                
Pavarde1031    Vardas1031     x.xx                9.00                
Pavarde1032    Vardas1032     x.xx                3.40                
Pavarde1033    Vardas1033     x.xx                6.60                
Pavarde1034    Vardas1034     x.xx                5.20                
Pavarde1035    Vardas1035     x.xx                4.00                
Pavarde1036    Vardas1036     x.xx                6.60                
Pavarde1037    Vardas1037     x.xx                5.00                
Pavarde1038    Vardas1038     x.xx                6.40                
Pavarde1039    Vardas1039     x.xx                4.80                
Pavarde1040    Vardas1040     x.xx                6.60                
Pavarde1041    Vardas1041     x.xx                7.80                
Pavarde1042    Vardas1042     x.xx                4.40                
Pavarde1043    Vardas1043     x.xx                3.00                
Pavarde1044    Vardas1044     x.xx                7.20                
Pavarde1045    Vardas1045     x.xx                6.40                
Pavarde1046    Vardas1046     x.xx                7.40                
Pavarde1047    Vardas1047     x.xx                5.80                
Pavarde1048    Vardas1048     x.xx                4.80                
Pavarde1049    Vardas1049     x.xx                7.80                
Pavarde1050    Vardas1050     x.xx                6.60                
Pavarde1051    Vardas1051     x.xx                5.60                
Pavarde1052    Vardas1052     x.xx                4.40                
Pavarde1053    Vardas1053     x.xx                3.80                
Pavarde1054    Vardas1054     x.xx                4.40                
Pavarde1055    Vardas1055     x.xx                6.20                
Pavarde1056    Vardas1056     x.xx                4.00                
Pavarde1057    Vardas1057     x.xx                4.40                
Pavarde1058    Vardas1058     x.xx                7.40                
Pavarde1059    Vardas1059     x.xx                5.60                
Pavarde1060    Vardas1060     x.xx                5.60                
Pavarde1061    Vardas1061     x.xx                5.20                
Pavarde1062    Vardas1062     x.xx                3.20                
Pavarde1063    Vardas1063     x.xx                4.20                
Pavarde1064    Vardas1064     x.xx                3.60                
Pavarde1065    Vardas1065     x.xx                3.60                
Pavarde1066    Vardas1066     x.xx                7.00                
Pavarde1067    Vardas1067     x.xx                8.80                
Pavarde1068    Vardas1068     x.xx                6.60                
Pavarde1069    Vardas1069     x.xx                7.40                
Pavarde1070    Vardas1070     x.xx                7.00                
Pavarde1071    Vardas1071     x.xx                4.40                
Pavarde1072    Vardas1072     x.xx                4.00                
Pavarde1073    Vardas1073     x.xx                8.40                
Pavarde1074    Vardas1074     x.xx                3.20                
Pavarde1075    Vardas1075     x.xx                6.60                
Pavarde1076    Vardas1076     x.xx                2.20                
Pavarde1077    Vardas1077     x.xx                2.40                
Pavarde1078    Vardas1078     x.xx                6.20                
Pavarde1079    Vardas1079     x.xx                4.40                
Pavarde1080    Vardas1080     x.xx                5.60                
Pavarde1081    Vardas1081     x.xx                2.60                
Pavarde1082    Vardas1082     x.xx                4.20                
Pavarde1083    Vardas1083     x.xx                5.80                
Pavarde1084    Vardas1084     x.xx                5.80                
Pavarde1085    Vardas1085     x.xx                6.80                
Pavarde1086    Vardas1086     x.xx                6.20                
Pavarde1087    Vardas1087     x.xx                5.80                
Pavarde1088    Vardas1088     x.xx                2.60                
Pavarde1089    Vardas1089     x.xx                2.20                
Pavarde1090    Vardas1090     x.xx                3.20                
Pavarde1091    Vardas1091     x.xx                3.80                
Pavarde1092    Vardas1092     x.xx                3.80                
Pavarde1093    Vardas1093     x.xx                5.40                
Pavarde1094    Vardas1094     x.xx                3.60                
Pavarde1095    Vardas1095     x.xx                7.60                
Pavarde1096    Vardas1096     x.xx                5.20                
Pavarde1097    Vardas1097     x.xx                6.40                
Pavarde1098    Vardas1098     x.xx                6.60                
Pavarde1099    Vardas1099     x.xx                5.40                
Pavarde1100    Vardas1100     x.xx                6.40                
Pavarde1101    Vardas1101     x.xx                4.00                
Pavarde1102    Vardas1102     x.xx                8.80                
Pavarde1103    Vardas1103     x.xx                8.00                
Pavarde1104    Vardas1104     x.xx                8.40                
Pavarde1105    Vardas1105     x.xx                7.00                
Pavarde1106    Vardas1106     x.xx                6.80                
Pavarde1107    Vardas1107     x.xx                6.40                
Pavarde1108    Vardas1108     x.xx                5.60                
Pavarde1109    Vardas1109     x.xx                8.80                
Pavarde1110    Vardas1110     x.xx                3.20                
Pavarde1111    Vardas1111     x.xx                6.40                
Pavarde1112    Vardas1112     x.xx                4.20                
Pavarde1113    Vardas1113     x.xx                3.60                
Pavarde1114    Vardas1114     x.xx                8.20                
Pavarde1115    Vardas1115     x.xx                7.60                
Pavarde1116    Vardas1116     x.xx                5.60                
Pavarde1117    Vardas1117     x.xx                5.20                
Pavarde1118    Vardas1118     x.xx                2.80                
Pavarde1119    Vardas1119     x.xx                3.40                
Pavarde1120    Vardas1120     x.xx                3.20                
Pavarde1121    Vardas1121     x.xx                6.60                
Pavarde1122    Vardas1122     x.xx                2.60                
Pavarde1123    Vardas1123     x.xx                5.60                
Pavarde1124    Vardas1124     x.xx                6.00                
Pavarde1125    Vardas1125     x.xx                6.80                
Pavarde1126    Vardas1126     x.xx                8.00                
Pavarde1127    Vardas1127     x.xx                4.40                
Pavarde1128    Vardas1128     x.xx                1.80                
Pavarde1129    Vardas1129     x.xx                3.60                
Pavarde1130    Vardas1130     x.xx                4.60                
Pavarde1131    Vardas1131     x.xx                3.80                
Pavarde1132    Vardas1132     x.xx                3.60                
Pavarde1133    Vardas1133     x.xx                7.40                
Pavarde1134    Vardas1134     x.xx                7.60                
Pavarde1135    Vardas1135     x.xx                8.00                
Pavarde1136    Vardas1136     x.xx                6.40                
Pavarde1137    Vardas1137     x.xx                2.60                
Pavarde1138    Vardas1138     x.xx                8.60                
Pavarde1139    Vardas1139     x.xx                4.20                
Pavarde1140    Vardas1140     x.xx                8.00                
Pavarde1141    Vardas1141     x.xx                7.20                
Pavarde1142    Vardas1142     x.xx                5.40                
Pavarde1143    Vardas1143     x.xx                6.80                
Pavarde1144    Vardas1144     x.xx                7.20                
Pavarde1145    Vardas1145     x.xx                7.80                
Pavarde1146    Vardas1146     x.xx                3.60                
Pavarde1147    Vardas1147     x.xx                6.40                
Pavarde1148    Vardas1148     x.xx                8.00                
Pavarde1149    Vardas1149     x.xx                2.60                
Pavarde1150    Vardas1150     x.xx                4.60                
Pavarde1151    Vardas1151     x.xx                7.60                
Pavarde1152    Vardas1152     x.xx                3.80                
Pavarde1153    Vardas1153     x.xx                6.60                
Pavarde1154    Vardas1154     x.xx                4.40                
Pavarde1155    Vardas1155     x.xx                5.40                
Pavarde1156    Vardas1156     x.xx                7.80                
Pavarde1157    Vardas1157     x.xx                2.60                
Pavarde1158    Vardas1158     x.xx                5.60                
Pavarde1159    Vardas1159     x.xx                3.80                
Pavarde1160    Vardas1160     x.xx                4.20                
Pavarde1161    Vardas1161     x.xx                5.00                
Pavarde1162    Vardas1162     x.xx                7.60                
Pavarde1163    Vardas1163     x.xx                8.40                
Pavarde1164    Vardas1164     x.xx                3.20                
Pavarde1165    Vardas1165     x.xx                5.20                
Pavarde1166    Vardas1166     x.xx                5.60                
Pavarde1167    Vardas1167     x.xx                2.60                
Pavarde1168    Vardas1168     x.xx                6.40                
Pavarde1169    Vardas1169     x.xx                5.80                
Pavarde1170    Vardas1170     x.xx                5.00                
Pavarde1171    Vardas1171     x.xx                4.80                
Pavarde1172    Vardas1172     x.xx                8.00                
Pavarde1173    Vardas1173     x.xx                4.80                
Pavarde1174    Vardas1174     x.xx                7.80                
Pavarde1175    Vardas1175     x.xx                5.00                
Pavarde1176    Vardas1176     x.xx                4.20                
Pavarde1177    Vardas1177     x.xx                6.40                
Pavarde1178    Vardas1178     x.xx                5.80                
Pavarde1179    Vardas1179     x.xx                3.40                
Pavarde1180    Vardas1180     x.xx                5.60                
Pavarde1181    Vardas1181     x.xx                4.00                
Pavarde1182    Vardas1182     x.xx                6.40                
Pavarde1183    Vardas1183     x.xx                2.60                
Pavarde1184    Vardas1184     x.xx                3.20                
Pavarde1185    Vardas1185     x.xx                5.00                
Pavarde1186    Vardas1186     x.xx                5.60                
Pavarde1187    Vardas1187     x.xx                5.00                
Pavarde1188    Vardas1188     x.xx                6.40                
Pavarde1189    Vardas1189     x.xx                8.00                
Pavarde1190    Vardas1190     x.xx                5.80                
Pavarde1191    Vardas1191     x.xx                7.40                
Pavarde1192    Vardas1192     x.xx                8.20                
Pavarde1193    Vardas1193     x.xx                4.60                
Pavarde1194    Vardas1194     x.xx                4.40                
Pavarde1195    Vardas1195     x.xx                4.00                
Pavarde1196    Vardas1196     x.xx                3.00                
Pavarde1197    Vardas1197     x.xx                2.20                
Pavarde1198    Vardas1198     x.xx                3.40                
Pavarde1199    Vardas1199     x.xx                7.00                
Pavarde1200    Vardas1200     x.xx                6.60                
Pavarde1201    Vardas1201     x.xx                4.80                
Pavarde1202    Vardas1202     x.xx                6.60                
Pavarde1203    Vardas1203     x.xx                2.80                
Pavarde1204    Vardas1204     x.xx                4.40                
Pavarde1205    Vardas1205     x.xx                3.40                
Pavarde1206    Vardas1206     x.xx                3.00                
Pavarde1207    Vardas1207     x.xx                5.00                
Pavarde1208    Vardas1208     x.xx                7.80                
Pavarde1209    Vardas1209     x.xx                4.60                
Pavarde1210    Vardas1210     x.xx                7.80                
Pavarde1211    Vardas1211     x.xx                5.20                
Pavarde1212    Vardas1212     x.xx                5.60                
Pavarde1213    Vardas1213     x.xx                2.20                
Pavarde1214    Vardas1214     x.xx                4.20                
Pavarde1215    Vardas1215     x.xx                3.00                
Pavarde1216    Vardas1216     x.xx                3.00                
Pavarde1217    Vardas1217     x.xx                3.20                
Pavarde1218    Vardas1218     x.xx                7.20                
Pavarde1219    Vardas1219     x.xx                3.00                
Pavarde1220    Vardas1220     x.xx                3.40                
Pavarde1221    Vardas1221     x.xx                2.40                
Pavarde1222    Vardas1222     x.xx                8.20                
Pavarde1223    Vardas1223     x.xx                4.40                
Pavarde1224    Vardas1224     x.xx                6.60                
Pavarde1225    Vardas1225     x.xx                7.20                
Pavarde1226    Vardas1226     x.xx                7.40                
Pavarde1227    Vardas1227     x.xx                2.20                
Pavarde1228    Vardas1228     x.xx                6.20                
Pavarde1229    Vardas1229     x.xx                5.60                
Pavarde1230    Vardas1230     x.xx                3.20                
Pavarde1231    Vardas1231     x.xx                6.40                
Pavarde1232    Vardas1232     x.xx                3.00                
Pavarde1233    Vardas1233     x.xx                5.60                
Pavarde1234    Vardas1234     x.xx                7.80                
Pavarde1235    Vardas1235     x.xx                3.40                
Pavarde1236    Vardas1236     x.xx                5.00                
Pavarde1237    Vardas1237     x.xx                6.20                
Pavarde1238    Vardas1238     x.xx                5.20                
Pavarde1239    Vardas1239     x.xx                8.00                
Pavarde1240    Vardas1240     x.xx                4.40                
Pavarde1241    Vardas1241     x.xx                9.20                
Pavarde1242    Vardas1242     x.xx                4.80                
Pavarde1243    Vardas1243     x.xx                5.00                
Pavarde1244    Vardas1244     x.xx                7.60                
Pavarde1245    Vardas1245     x.xx                3.20                
Pavarde1246    Vardas1246     x.xx                6.60                
Pavarde1247    Vardas1247     x.xx                3.20                
Pavarde1248    Vardas1248     x.xx                6.80                
Pavarde1249    Vardas1249     x.xx                2.20                
Pavarde1250    Vardas1250     x.xx                2.20                
Pavarde1251    Vardas1251     x.xx                4.80                
Pavarde1252    Vardas1252     x.xx                4.80                
Pavarde1253    Vardas1253     x.xx                3.60                
Pavarde1254    Vardas1254     x.xx                4.40                
Pavarde1255    Vardas1255     x.xx                2.60                
Pavarde1256    Vardas1256     x.xx                7.20                
Pavarde1257    Vardas1257     x.xx                3.60                
Pavarde1258    Vardas1258     x.xx                5.20                
Pavarde1259    Vardas1259     x.xx                6.20                
Pavarde1260    Vardas1260     x.xx                5.80                
Pavarde1261    Vardas1261     x.xx                4.00                
Pavarde1262    Vardas1262     x.xx                2.40                
Pavarde1263    Vardas1263     x.xx                4.20                
Pavarde1264    Vardas1264     x.xx                6.40                
Pavarde1265    Vardas1265     x.xx                6.00                
Pavarde1266    Vardas1266     x.xx                3.20                
Pavarde1267    Vardas1267     x.xx                4.20                
Pavarde1268    Vardas1268     x.xx                2.60                
Pavarde1269    Vardas1269     x.xx                6.00                
Pavarde1270    Vardas1270     x.xx                4.40                
Pavarde1271    Vardas1271     x.xx                4.80                
Pavarde1272    Vardas1272     x.xx                5.20                
Pavarde1273    Vardas1273     x.xx                7.20                
Pavarde1274    Vardas1274     x.xx                9.20                
Pavarde1275    Vardas1275     x.xx                6.60                
Pavarde1276    Vardas1276     x.xx                3.00                
Pavarde1277    Vardas1277     x.xx                7.00                
Pavarde1278    Vardas1278     x.xx                6.00                
Pavarde1279    Vardas1279     x.xx                5.60                
Pavarde1280    Vardas1280     x.xx                4.60                
Pavarde1281    Vardas1281     x.xx                3.00                
Pavarde1282    Vardas1282     x.xx                7.40                
Pavarde1283    Vardas1283     x.xx                6.00                
Pavarde1284    Vardas1284     x.xx                6.40                
Pavarde1285    Vardas1285     x.xx                7.20                
Pavarde1286    Vardas1286     x.xx                7.80                
Pavarde1287    Vardas1287     x.xx                4.80                
Pavarde1288    Vardas1288     x.xx                3.20                
Pavarde1289    Vardas1289     x.xx                4.40                
Pavarde1290    Vardas1290     x.xx                5.00                
Pavarde1291    Vardas1291     x.xx                5.00                
Pavarde1292    Vardas1292     x.xx                6.40                
Pavarde1293    Vardas1293     x.xx                3.40                
Pavarde1294    Vardas1294     x.xx                7.60                
Pavarde1295    Vardas1295     x.xx                4.20                
Pavarde1296    Vardas1296     x.xx                3.60                
Pavarde1297    Vardas1297     x.xx                3.00                
Pavarde1298    Vardas1298     x.xx                3.80                
Pavarde1299    Vardas1299     x.xx                3.40                
Pavarde1300    Vardas1300     x.xx                3.40                
Pavarde1301    Vardas1301     x.xx                2.40                
Pavarde1302    Vardas1302     x.xx                6.40                
Pavarde1303    Vardas1303     x.xx                5.60                
Pavarde1304    Vardas1304     x.xx                4.60                
Pavarde1305    Vardas1305     x.xx                5.40                
Pavarde1306    Vardas1306     x.xx                7.40                
Pavarde1307    Vardas1307     x.xx                4.80                
Pavarde1308    Vardas1308     x.xx                4.20                
Pavarde1309    Vardas1309     x.xx                6.80                
Pavarde1310    Vardas1310     x.xx                7.40                
Pavarde1311    Vardas1311     x.xx                4.60                
Pavarde1312    Vardas1312     x.xx                2.80                
Pavarde1313    Vardas1313     x.xx                3.80                
Pavarde1314    Vardas1314     x.xx                8.00                
Pavarde1315    Vardas1315     x.xx                8.80                
Pavarde1316    Vardas1316     x.xx                3.60                
Pavarde1317    Vardas1317     x.xx                8.00                
Pavarde1318    Vardas1318     x.xx                8.00                
Pavarde1319    Vardas1319     x.xx                5.20                
Pavarde1320    Vardas1320     x.xx                8.00                
Pavarde1321    Vardas1321     x.xx                2.80                
Pavarde1322    Vardas1322     x.xx                6.80                
Pavarde1323    Vardas1323     x.xx                8.20                
Pavarde1324    Vardas1324     x.xx                7.20                
Pavarde1325    Vardas1325     x.xx                7.40                
Pavarde1326    Vardas1326     x.xx                2.40                
Pavarde1327    Vardas1327     x.xx                3.00                
Pavarde1328    Vardas1328     x.xx                5.60                
Pavarde1329    Vardas1329     x.xx                8.40                
Pavarde1330    Vardas1330     x.xx                3.60                
Pavarde1331    Vardas1331     x.xx                6.20                
Pavarde1332    Vardas1332     x.xx                2.20                
Pavarde1333    Vardas1333     x.xx                6.80                
Pavarde1334    Vardas1334     x.xx                3.40                
Pavarde1335    Vardas1335     x.xx                7.00                
Pavarde1336    Vardas1336     x.xx                6.40                
Pavarde1337    Vardas1337     x.xx                5.60                
Pavarde1338    Vardas1338     x.xx                6.80                
Pavarde1339    Vardas1339     x.xx                3.00                
Pavarde1340    Vardas1340     x.xx                4.00                
Pavarde1341    Vardas1341     x.xx                5.20                
Pavarde1342    Vardas1342     x.xx                5.00                
Pavarde1343    Vardas1343     x.xx                7.40                
Pavarde1344    Vardas1344     x.xx                6.60                
Pavarde1345    Vardas1345     x.xx                6.00                
Pavarde1346    Vardas1346     x.xx                4.20                
Pavarde1347    Vardas1347     x.xx                5.80                
Pavarde1348    Vardas1348     x.xx                4.80                
Pavarde1349    Vardas1349     x.xx                7.80                
Pavarde1350    Vardas1350     x.xx                3.00                
Pavarde1351    Vardas1351     x.xx                6.20                
Pavarde1352    Vardas1352     x.xx                5.80                
Pavarde1353    Vardas1353     x.xx                3.20                
Pavarde1354    Vardas1354     x.xx                6.60                
Pavarde1355    Vardas1355     x.xx                3.00                
Pavarde1356    Vardas1356     x.xx                3.40                
Pavarde1357    Vardas1357     x.xx                7.00                
Pavarde1358    Vardas1358     x.xx                5.20                
Pavarde1359    Vardas1359     x.xx                4.20                
Pavarde1360    Vardas1360     x.xx                3.00                
Pavarde1361    Vardas1361     x.xx                8.20                
Pavarde1362    Vardas1362     x.xx                6.60                
Pavarde1363    Vardas1363     x.xx                5.20                
Pavarde1364    Vardas1364     x.xx                2.60                
Pavarde1365    Vardas1365     x.xx                7.00                
Pavarde1366    Vardas1366     x.xx                4.00                
Pavarde1367    Vardas1367     x.xx                2.60                
Pavarde1368    Vardas1368     x.xx                3.00                
Pavarde1369    Vardas1369     x.xx                5.60                
Pavarde1370    Vardas1370     x.xx                5.80                
Pavarde1371    Vardas1371     x.xx                7.20                
Pavarde1372    Vardas1372     x.xx                4.60                
Pavarde1373    Vardas1373     x.xx                7.40                
Pavarde1374    Vardas1374     x.xx                7.00                
Pavarde1375    Vardas1375     x.xx                8.20                
Pavarde1376    Vardas1376     x.xx                4.60                
Pavarde1377    Vardas1377     x.xx                3.60                
Pavarde1378    Vardas1378     x.xx                4.40                
Pavarde1379    Vardas1379     x.xx                4.80                
Pavarde1380    Vardas1380     x.xx                3.20                
Pavarde1381    Vardas1381     x.xx                4.60                
Pavarde1382    Vardas1382     x.xx                3.60                
Pavarde1383    Vardas1383     x.xx                5.20                
Pavarde1384    Vardas1384     x.xx                3.80                
Pavarde1385    Vardas1385     x.xx                7.40                
Pavarde1386    Vardas1386     x.xx                8.00                
Pavarde1387    Vardas1387     x.xx                7.40                
Pavarde1388    Vardas1388     x.xx                4.20                
Pavarde1389    Vardas1389     x.xx                3.60                
Pavarde1390    Vardas1390     x.xx                5.60                
Pavarde1391    Vardas1391     x.xx                7.80                
Pavarde1392    Vardas1392     x.xx                4.40                
Pavarde1393    Vardas1393     x.xx                3.20                
Pavarde1394    Vardas1394     x.xx                2.60                
Pavarde1395    Vardas1395     x.xx                4.80                
Pavarde1396    Vardas1396     x.xx                3.40                
Pavarde1397    Vardas1397     x.xx                3.20                
Pavarde1398    Vardas1398     x.xx                3.00                
Pavarde1399    Vardas1399     x.xx                4.80                
Pavarde1400    Vardas1400     x.xx                4.20                
Pavarde1401    Vardas1401     x.xx                2.60                
Pavarde1402    Vardas1402     x.xx                3.20                
Pavarde1403    Vardas1403     x.xx                8.40                
Pavarde1404    Vardas1404     x.xx                5.40                
Pavarde1405    Vardas1405     x.xx                6.80                
Pavarde1406    Vardas1406     x.xx                7.80                
Pavarde1407    Vardas1407     x.xx                2.20                
Pavarde1408    Vardas1408     x.xx                4.60                
Pavarde1409    Vardas1409     x.xx                5.40                
Pavarde1410    Vardas1410     x.xx                6.60                
Pavarde1411    Vardas1411     x.xx                5.40                
Pavarde1412    Vardas1412     x.xx                5.60                
